2014-11-20 15:02:01,2014-11-20 15:10:37,25000,516,48
2014-11-20 15:11:01,2014-11-20 15:23:19,25000,738,33
2014-11-20 15:24:02,2014-11-20 15:39:27,25000,925,27
2014-11-20 15:40:01,2014-11-20 15:50:15,24989,614,40
2014-11-20 15:51:01,2014-11-20 16:01:17,24989,616,40
2014-11-20 16:02:01,2014-11-20 16:13:12,25000,671,37
2014-11-20 16:14:01,2014-11-20 16:24:50,25000,649,38
2014-11-20 16:25:01,2014-11-20 16:34:57,25000,596,41
2014-11-20 16:35:01,2014-11-20 16:44:31,25000,570,43
2014-11-20 16:45:01,2014-11-20 16:53:20,25000,499,50
2014-11-20 16:54:01,2014-11-20 17:01:09,25000,428,58
2014-11-20 17:02:01,2014-11-20 17:07:38,25000,337,74
2014-11-20 17:08:02,2014-11-20 17:15:15,25000,433,57
2014-11-20 17:16:02,2014-11-20 17:25:57,25000,595,42
2014-11-20 17:26:01,2014-11-20 17:36:22,25000,621,40
2014-11-20 17:37:01,2014-11-20 17:48:53,25000,712,35
2014-11-20 17:49:01,2014-11-20 17:59:11,25000,610,40
2014-11-20 18:00:02,2014-11-20 18:05:55,25000,353,70
2014-11-20 18:06:01,2014-11-20 18:09:08,25000,187,133
2014-11-20 18:10:01,2014-11-20 18:12:29,19628,148,132
2014-11-21 10:00:01,2014-11-21 10:00:39,3220,38,84
